Offical Number,Release Date (m/d/y),Title,Guest(s),Length,Listens*,Category,Format,Panel,Guest Location,Venue,Link,Description,Notes,Total Number
129,3/5/2020,White Hat Bias,David Allison,29:11:00,"2,253",Health,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/health1/white-hat-bias,"David B. Allison is the current dean, distinguished professor, and provost professor at the Indiana University School of Public Health-Bloomington. Prior to Indiana University, Allison was a distinguished professor, Quetelet Endowed Professor, and director of the NIH-funded Nutrition Obesity Research Center (NORC) at the University of Alabama at Birmingham (UAB). Allison has published more than 500 scientific papers with research interests including obesity and nutrition, quantitative genetics, clinical trials, statistical and research methodology, and research rigor and integrity. (3/5/2020)",,138
128,2/27/2020,Reporting on the Census,Hansi Lo Wang,24:33:00,"1,868",Media,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/media1/reporting-on-the-census,"Hansi Lo Wang is a national correspondent for NPR based in New York City. He reports on the people, power and money behind the 2020 census. Wang received the American Statistical Association's Excellence in Statistical Reporting Award for covering the Census Bureau and the Trump administration's push for a citizenship question. Check out his work on NPR and follow him on Twitter. (3/27/2020)",,137
127,2/20/2020,The Math Behind Prescription Drugs,Stephen Ruberg,27:41:00,"2,089",Health,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/health1/the-math-behind-prescription-drugs,"Dr. Stephen Ruberg was in the pharma industry for 38 years where he worked in all phases of drug development and commercialization – from R&D to Business Analytics. In his last 10 years at Lilly, he formed the Advanced Analytics Hub for which he was the Scientific Leader and ultimately the Distinguished Research Fellow. He retired from Lilly at the end of 2017. Since his retirement, he has formed his own consulting company, Analytix Thinking, which is dedicated to teaching good statistical principles and consulting on analytical strategies for organizations. (2/20/2020)",,136
126,2/13/2020,The Science of Sex,Debby Herbenick,29:41:00,"2,114",Society,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/society1/the-science-of-sex,"Debby Herbenick is a sex educator, sex advice columnist, author, research scientist, children's book author, blogger, television personality, professor, and human sexuality expert in the media. Dr. Herbenick is a professor at the Indiana University School of Public Health and was lead investigator of the National Survey of Sexual Health and Behavior. (2/13/2020)",,135
125,2/6/2020,Rage Against the Machine Learning ,Cynthia Rudin,29:06:00,"2,193",Methods,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/methods/rage-against-the-machine-learning,"Cynthia Rudin is a professor of computer science, electrical and computer engineering, and statistical science at Duke University. Previously, Prof. Rudin held positions at MIT, Columbia, and NYU. Her degrees are from the University at Buffalo and Princeton University. She is a three-time winner of the INFORMS Innovative Applications in Analytics Award. She has served on committees for INFORMS, the National Academies, the American Statistical Association, DARPA, the NIJ, and AAAI. (2/6/2020)",,134
124,1/30/2020,The Philosophy of Biostatistics,Frank Harrell,7:51:00,"2,110",Health,Short,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/health1/the-philosophy-of-biostatistics,"Dr. Harrell received his PhD in Biostatistics from UNC in 1979. Since 2003 he has been Professor of Biostatistics, Vanderbilt University School of Medicine, and was the department chairman from 2003-2017. He is also the Expert Statistical Advisor for the Office of Biostatistics for FDA CDER. He is Associate Editor of Statistics in Medicine, a member of the Scientific Advisory Board for Science Translational Medicine, and a member of the Faculty of 1000 Medicine. He is a Fellow of the American Statistical Association and winner of the Association's WJ Dixon Award for Excellence in Statistical Consulting for 2014. (1/9/2020 1/30/2020)",,133
123,1/23/2020,The 2020 Census: A Bellwether for the Future,Robert Santos,24:12:00,"1,796",Politics,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/politics1/the-2020-census-a-bellwether-for-the-future,"Robert Santos is vice president & chief methodologist at the Urban Institute as well as President-Elect of American Statistical Association. He has over 40 years of experience designing research and evaluation studies as well as sample surveys. His expertise includes quantitative and qualitative research design, sampling, survey operations, and statistical analysis; specialty areas include Hispanics, blacks, undocumented immigrants, and other disadvantaged populations. (1/23/2020)",,132
122,1/16/2020,Communicating Uncertainty,Louise Ryan,28:45:00,"2,185",Methods,Long,"John, Rosemary, Richard",Australia,Zoom,http://statsandstories.net/methods/communicating-uncertainty,"Louise Ryan is an Australian biostatistician, a distinguished professor of statistics in the School of Mathematical Sciences at the University of Technology Sydney, She is known for her work applying statistics to cancer and risk assessment in environmental health. Louise is also the Editor in Chief of Statistics in Medicine. She has received a number of prestigious awards and honors, most recently her 2012 election to the Australian Academy of Science, a 2015 honorary doctorate from Ghent University, Harvard’s 2015 Centennial Medal and her new role as President of the International Biometrics Society. (1/16/2020)",,131
121,1/9/2020,The Stats Behind Your Medical Care,Frank Harrell,30:26:00,"2,096",Health,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/health1/the-stats-behind-your-medical-care,"Dr. Harrell received his PhD in Biostatistics from UNC in 1979. Since 2003 he has been Professor of Biostatistics, Vanderbilt University School of Medicine, and was the department chairman from 2003-2017. He is also the Expert Statistical Advisor for the Office of Biostatistics for FDA CDER. He is Associate Editor of Statistics in Medicine, a member of the Scientific Advisory Board for Science Translational Medicine, and a member of the Faculty of 1000 Medicine. He is a Fellow of the American Statistical Association and winner of the Association's WJ Dixon Award for Excellence in Statistical Consulting for 2014. (1/9/2020 1/30/2020)",,130
120,1/2/2020,The Stats of the Decade,Iain Wilton,28:23:00,"2,009",Entertainment,Long,"John, Rosemary, Richard",United Kingdom,Zoom,http://statsandstories.net/entertainment1/the-stats-of-the-decade,"Iain Wilton directs the Royal Statistical  Society’s policy, public affairs and external relations work. His team’s responsibilities include the production of our member newsletter, Significance magazine and the RSS’s policy briefing papers for MPs and peers. Iain’s team also organises the All-Party Parliamentary Group on Statistics as well as the RSS Statistical Ambassador network and our annual Statistical Excellence Awards. Iain has a doctorate from Queen Mary, University of London and has previously worked for the BBC, the Cabinet Office and the University of Essex. He has also written a biography of the sportsman, writer and politician CB Fry. (Date: 1/2/2020)",,129
119,12/19/2019,How to Make Data Journalism Better,Simon Rogers,6:58:00,"1,931",Politics,Short,"John, Rosemary, Richard",United Kingdom,Zoom,http://statsandstories.net/politics1/how-to-make-data-journalism-better,"Simon Rogers is an award-winning data journalist, writer and speaker. Author of ‘Facts are Sacred‘, published by Faber & Faber in the UK, China and South Korea. He has also written a range of infographics for children books from Candlewick. Data editor on the News Lab team at Google, based in San Francisco, he is director of the Data Journalism Awards and teaches Data Journalism at Medill-Northwestern University in San Francisco and has taught at U Cal Berkeley Journalism school. (Date: 12/12/2019 & 12/19/2019)",,128
118,12/12/2019,Data is the New Punk,Simon Rogers,28:28:00,"1,979",Politics,Long,"John, Rosemary, Richard",United Kingdom,Zoom,http://statsandstories.net/politics1/data-is-the-new-punk,"Simon Rogers is an award-winning data journalist, writer and speaker. Author of ‘Facts are Sacred‘, published by Faber & Faber in the UK, China and South Korea. He has also written a range of infographics for children books from Candlewick. Data editor on the News Lab team at Google, based in San Francisco, he is director of the Data Journalism Awards and teaches Data Journalism at Medill-Northwestern University in San Francisco and has taught at U Cal Berkeley Journalism school. (Date: 12/12/2019 & 12/19/2019)",,127
,11/21/2019,Germs on a Plane ,Vicki Hertzberg,26:55:00,"2,160",Health,Special,"John, Rosemary, Richard",United States,Studio,http://statsandstories.net/health1/germs-on-a-plane,"Vicki Hertzberg is a Professor at Emory University in the Nell Hodgson Woodruff School of Nursing, where she has founded and directs the Center for Data Science. Her research focuses on, “developing and applying statistical methods for the analysis of network data as well as microbiome data.” Specific topics include infectious diseases on networks, dynamic networks and microbiome of the airplane cabin. (Date: 11/21/2019)",,126
,11/14/2019,Making ASA Initiatives Stick ,Wendy Martinez,27:03:00,"1,888",Methods,Special,"John, Rosemary, Richard",United States,Studio,http://statsandstories.net/methods/making-asa-initiatives-stick,"Wendy Martinez has been serving as the Director of the Mathematical Statistics Research Center at the Bureau of Labor Statistics (BLS) for six years. Prior to this, she served in several research positions throughout the Department of Defense. She held the position of Science and Technology Program Officer at the Office of Naval Research, where she established a research portfolio comprised of academia and industry performers developing data science products for the future Navy and Marine Corps. Wendy is also proud and grateful to have been elected as the 2020 ASA President. (Date: 9/26/2019 10/10/2019)",,125
117,11/7/2019,Why's It So Hard To Count the Unemployed?,Chaitra Nagaraja,6:45:00,"1,821",Society,Short,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/society1/whys-it-so-hard-to-count-the-unemployed,"Chaitra Nagaraja is Associate Professor of Statistics at the Gabelli School of Business at Fordham University. Prior to joining Fordham, she was a researcher at the U.S. Census Bureau. She combined her various research interests with her love of history in a new book, Measuring Society, which explores the history and measurement of official statistics. (Date: 10/31/2019)",,124
116,10/31/2019,The Importance of Official Statistics,Chaitra Nagaraja,25:39:00,"2,045",Society,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/society1/the-importance-of-official-statistics,"Chaitra Nagaraja is Associate Professor of Statistics at the Gabelli School of Business at Fordham University. Prior to joining Fordham, she was a researcher at the U.S. Census Bureau. She combined her various research interests with her love of history in a new book, Measuring Society, which explores the history and measurement of official statistics. (Date: 10/31/2019)",,123
,10/24/2019,From the Royal Statistical Conference Pt. 2,"Amy-Jayne McKnight, Harry Spearing",26:24:00,"1,727",Society,Special,Brian,United Kingdom,Zoom,http://statsandstories.net/society1/from-the-royal-statistical-conference-part-2,This two episodes features a number of interviews from the recent Royal Statistical Society International Conference from last month. In collaboration with the Royal Statistical society and Significance Magazine. (Date: 10/17/2019 10/24/2019),,122
,10/17/2019,From the Royal Statistical Conference,"Iain Flint, James Tucker, James Tucker",28:58:00,"1,959",Society,Special,Brian,United Kingdom,Zoom,http://statsandstories.net/society1/from-the-royal-statistical-conference,This two episodes features a number of interviews from the recent Royal Statistical Society International Conference from last month. In collaboration with the Royal Statistical society and Significance Magazine. (Date: 10/17/2019 10/24/2019),,121
115,10/10/2019,Getting Introduced to Programming at a Young,Wendy Martinez,7:01:00,"1,746",Education,Short,"John, Rosemary, Richard",United States,Studio,http://statsandstories.net/education1/getting-introduced-to-programming-at-a-young-age,"Wendy Martinez has been serving as the Director of the Mathematical Statistics Research Center at the Bureau of Labor Statistics (BLS) for six years. Prior to this, she served in several research positions throughout the Department of Defense. She held the position of Science and Technology Program Officer at the Office of Naval Research, where she established a research portfolio comprised of academia and industry performers developing data science products for the future Navy and Marine Corps. Wendy is also proud and grateful to have been elected as the 2020 ASA President. (Date: 9/26/2019 10/10/2019)",,120
114,10/3/2019,"Past, Present and Future of Statistics ",Xiao-Li Meng,9:23:00,"2,021",Methods,Short,John,United States,Zoom,http://statsandstories.net/methods/past-present-and-future-of-statistics,"Xiao-Li Meng, the Whipple V. N. Jones Professor of Statistics, and the Founding Editor-in-Chief of Harvard Data Science Review, is well known for his depth and breadth in research, his innovation and passion in pedagogy, his vision and effectiveness in administration, as well as for his engaging and entertaining style as a speaker and writer. Meng was named the best statistician under the age of 40 by COPSS (Committee of Presidents of Statistical Societies) in 2001, and he is the recipient of numerous awards and honors for his more than 150 publications in at least a dozen theoretical and methodological areas, as well as in areas of pedagogy and professional development. (Date: 9/19/2019 10/3/2019)",,119
113,9/26/2019,How the Bureau of Labor Statistics Gets its Data,Wendy Martinez,29:25:00,"2,160",Economics,Long,"John, Rosemary, Richard",United States,Studio,http://statsandstories.net/economics1/how-the-bureau-of-labor-statistics-gets-its-data,"Wendy Martinez has been serving as the Director of the Mathematical Statistics Research Center at the Bureau of Labor Statistics (BLS) for six years. Prior to this, she served in several research positions throughout the Department of Defense. She held the position of Science and Technology Program Officer at the Office of Naval Research, where she established a research portfolio comprised of academia and industry performers developing data science products for the future Navy and Marine Corps. Wendy is also proud and grateful to have been elected as the 2020 ASA President. (Date: 9/26/2019 10/10/2019)",,118
112,9/19/2019,Introducing The Harvard Data Science Review,Xiao-Li Meng,27:53:00,"2,337",Media,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/media1/introducing-the-harvard-data-science-review,"Xiao-Li Meng, the Whipple V. N. Jones Professor of Statistics, and the Founding Editor-in-Chief of Harvard Data Science Review, is well known for his depth and breadth in research, his innovation and passion in pedagogy, his vision and effectiveness in administration, as well as for his engaging and entertaining style as a speaker and writer. Meng was named the best statistician under the age of 40 by COPSS (Committee of Presidents of Statistical Societies) in 2001, and he is the recipient of numerous awards and honors for his more than 150 publications in at least a dozen theoretical and methodological areas, as well as in areas of pedagogy and professional development. (Date: 9/19/2019 10/3/2019)",,117
111,9/12/2019,So What is Guinnessometrics?,Stephen Ziliak,30:51:00,"2,098",Methods,Long,"John, Rosemary, Richard",United States,Zoom,https://statsandstories.net/methods/so-what-is-guinnessometrics,"Stephen T. Ziliak is Professor of Economics at Roosevelt University and Conjoint Professor of Business and Law at the University of Newcastle-Australia. A major contributor to the American Statistical Association “Statement on Statistical Significance and P-values” (2016) he is probably best known for his book (with Deirdre N. McCloskey) on The Cult of Statistical Significance: How the Standard Error Costs Us Jobs, Justice, and Lives (2008), showing the damage done by a culture of mindless significance testing, the history of wrong turns, and the benefits which could be enjoyed by returning to Bayesian and Guinnessometric roots. (Date: 9/12/2019)",,116
110,9/5/2019,Who’s Behind These Gig Economy Jobs?,Siddharth Suri ,27:03:00,"2,088",Society,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/society1/whos-behind-all-these-gig-economy-jobs,"Siddharth Suri is a computational social scientist whose research interests lie at the intersection of computer science, behavioral economics, and crowdsourcing. His current work centers around the crowd workers who power many modern apps, websites, and artificial intelligence (AI) systems. This work culminated in a book he coauthored with Mary L. Gray titled Ghost Work: How to Stop Silicon Valley from Building a New Global Underclass (9/5/2019).",,115
109,8/29/2019,Measuring the Data that Shapes Public Policy,"Libby Pier, Nichole Webster",4:55:00,"1,826",Methods,Short,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/methods/measuring-the-data-that-shapes-public-policy,"Libby Pier and Nichole Webster are Researchers at Education Analytics. Pier oversees and executes EA's diverse educational research portfolio, encompassing social-emotional learning, predictive analytics, academic growth measures, human capital analytics, and program evaluation. Webster examines the item properties and performance of Social and Emotional Learning surveys and estimates teacher and school performance metrics in R. She’s part of ongoing research that examines how Item Response Theory models estimate error.  (8/15/2019 & 8/29/2019)",,114
108,8/22/2019,The False Discovery Rate,Yoav Benjamini,30:30:00,"2,280",Methods,Long,"John, Rosemary, Richard",Israel,Zoom,http://statsandstories.net/methods/the-false-discovery-rate,"Yoav Benjamini is the Nathan and Lily Silver Professor of Applied Statistics at the Department of statistics and Operations Research at Tel Aviv University. He is a co-developer of the widely used and cited False Discovery Rate concept and methodology. He received the Israel Prize for research in Statistics and Economics, is a member of the Israel Academy of Sciences and Humanities, and has been elected to receive the Karl Pearson Prize of ISI this summer. (8/22/2019)",,113
107,8/15/2019,Back to School Statistics,"Libby Pier, Nichole Webster",27:56:00,"2,150",Education,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/education1/back-to-school-statistics,"Libby Pier and Nichole Webster are Researchers at Education Analytics. Pier oversees and executes EA's diverse educational research portfolio, encompassing social-emotional learning, predictive analytics, academic growth measures, human capital analytics, and program evaluation. Webster examines the item properties and performance of Social and Emotional Learning surveys and estimates teacher and school performance metrics in R. She’s part of ongoing research that examines how Item Response Theory models estimate error.  (8/15/2019 & 8/29/2019)",,112
,8/9/2019,Is Wearable Tech Worth It? ,Jane Paik Kim,11:13:00,"1,833",Society,Special,Brian,United States,On Location,http://statsandstories.net/society1/is-wearable-tech-worth-it,"Dr. Jane Paik Kim is Clinical Assistant Professor in the Department of Psychiatry and Behavioral Sciences at Stanford University School of Medicine. Her professional aim is to improve public mental health through the application and development of statistical methods in mental health research. Her research interests are statistical methods for digital health interventions delivered through mobile or wearable devices, and psychiatric ethics research. Her statistical interest areas are in the robustness of regression-based inference for both clinical trials and observational studies, as well as methods development for survival data arising from non-standard biased sampling schemes. (Date: 8/9/2019)",,111
,8/8/2019,Communicating Statistics Effectively,John Bailer,20:43:00,"2,050",Methods,Special,Brian,United States,On Location,https://statsandstories.net/methods/communicating-statistics-effectively,"John Bailer is the co-creator of Stats+Stories. He is also University Distinguished Professor and chair of the Department of Statistics at Miami University in Oxford, Ohio. He is currently President-elect of the International Statistical Institute and previously served on the previously on the ASA Board of Directors. His scholarly interests include the design and analysis of environmental toxicology experiments and occupational health studies, quantitative risk estimation, gerontological data analysis, promoting quantitative literacy and enhancing connections between statistics and journalism. (Date: 8/8/2019)",,110
,8/7/2019,How Esports Stats are Tracked,Brian McDonald,16:31:00,"1,673",Entertainment,Special,Brian,United States,On Location,http://statsandstories.net/entertainment1/how-esports-stats-are-tracked,"Brian McDonald is currently the Director of Sports Analytics in the Stats & Information Group at ESPN. He was previously the Director of Hockey Analytics with the Florida Panthers Hockey Club, an Associate Professor in the Department of Mathematical Sciences at West Point, an AdjYoav Benjamini is the Nathan and Lily Silver Professor of Applied Statistics at the Department of statistics and Operations Research at Tel Aviv University. He is a co-developer of the widely used and cited False Discovery Rate concept and methodology. He received the Israel Prize for research in Statistics and Economics, is a member of the Israel Academy of Sciences and Humanities, and has been elected to receive the Karl Pearson Prize of ISI this summer. (7/25/2019)unct Professor in the Department of Management Science at the University of Miami, and an Adjunct Professor in Sports Analytics in the College of Business at Florida Atlantic University. He received a Bachelor of Science in Electrical Engineering from Lafayette College, Easton, PA, and a Master of Arts and a Ph.D. in Mathematics from Johns Hopkins University, Baltimore, MD. (Date: 8/7/2019)",,109
,8/6/2019,Using the Stats to Improve Your League of Legends Game,Michael Schuckers,10:12:00,"1,598",Entertainment,Special,Brian,United States,On Location,http://statsandstories.net/entertainment1/using-the-stats-to-improve-your-league-of-legends-game,"Michael Schuckers is the Charles A. Dana Professor of Statistics at St. Lawrence University in Canton, NY. An applied statistician he has received funding from the US National Science Foundation, the US Department of Defense and the US Department of Homeland Security. He is the author of over three dozen publications including Computational Methods for Biometric Authentication (Springer, 2010). Additionally, Schuckers has done work in sports analytics particularly ice hockey including consulting with a MLB team and an NHL team. For his work in this area, he was named a American Statistical Association's Section on Statistics in Sports ""Significant Contributor"". (Date: 8/6/2019)",,108
,8/5/2019,Voter ID Stats,Kelly McConville,11:24:00,"1,629",Politics,Special,Brian,United States,On Location,http://statsandstories.net/politics1/voter-id-stats,"Kelly McConville is a survey statistician who develops estimation techniques that combine complex survey data with big data sources. Her work is used to estimate official statistics, related to canopy cover or occupational statistics, or to assess the impact of voter ID laws. She enjoys teaching her students how to learn from data and introducing them to R (an open source statistical software program). She also involves her students in her work and co-chairs two national programs: the Undergraduate Statistics Project Competition and the Electronic Undergraduate Statistics Research Conference. (Date 8/5/2019)",,107
106,8/1/2019,Making the Census Count,"Mike Ananny, Mark Hansen",29:30:00,"1,721",Media,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/media1/making-the-census-count,"Mike Ananny and Mark Hansen are both college professors who’s collaboration News Counts is trying to create a national network of journalists, news organizations, professional bodies, technology companies, schools and universities that can create a national dialog about the census, and help ensure a successful count in the 2020 Census.(Date: 8/1/2019)",,106
105,7/25/2019,How a Stats Legend Got His Start ,Yoav Benjamini,8:57:00,"1,827",Methods,Short,"John, Rosemary, Richard",Israel,Zoom,http://statsandstories.net/methods/how-a-stats-legend-got-his-start,"Yoav Benjamini is the Nathan and Lily Silver Professor of Applied Statistics at the Department of statistics and Operations Research at Tel Aviv University. He is a co-developer of the widely used and cited False Discovery Rate concept and methodology. He received the Israel Prize for research in Statistics and Economics, is a member of the Israel Academy of Sciences and Humanities, and has been elected to receive the Karl Pearson Prize of ISI this summer. (7/25/2019)",,105
104,7/18/2019,Sports Stats in 2019,Scott Evans,7:55:00,"1,830",Sports,Short,John,United States,Zoom,http://statsandstories.net/sports1/sports-stats-in-2019,Dr. Scott Evans is a tenured Professor of Epidemiology and Biostatistics and the Director of the George Washington Biostatistics Center. He is the author of more than 100 peer-reviewed publications and three textbooks on clinical trials. His other positions include the Director of the Statistical and Data Management Center (SDMC) for the Antibacterial Resistance Leadership Group (ARLG) as well as the Editor-in-Chief of CHANCE and Statistical Communications in Infectious Diseases (SCID) magazines. (Date: 6/28/19 | 7/18/2019),,104
103,7/11/2019,How Well Can You Study the Brain,Nicole Lazar,7:24:00,"1,833",Health,Short,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/health1/how-well-can-you-study-the-brain,"Nicole Lazar is Professor of Statistics at the University of Georgia. After receiving her BA in Statistics and Psychology from Tel Aviv University, she served three years as Statistics Officer in the Israel Defense Forces Department of Behavioral Sciences. She then moved to the US for graduate school, obtaining her MS in Statistics from Stanford University and Ph.D. in Statistics from The University of Chicago. She was Associate Professor of Statistics at Carnegie Mellon University before joining the Department of Statistics, University of Georgia. (Date: 7/11/2019)",,103
102,6/27/2019,Superbug Statistics,Scott Evans,30:37:00,"2,033",Health,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/health1/superbug-statistics,Dr. Scott Evans is a tenured Professor of Epidemiology and Biostatistics and the Director of the George Washington Biostatistics Center. He is the author of more than 100 peer-reviewed publications and three textbooks on clinical trials. His other positions include the Director of the Statistical and Data Management Center (SDMC) for the Antibacterial Resistance Leadership Group (ARLG) as well as the Editor-in-Chief of CHANCE and Statistical Communications in Infectious Diseases (SCID) magazines. (Date: 6/28/19 | 7/18/2019),,102
101,6/20/2019,How Do You Measure Frailty,Karen Bandeen-Roche,7:16:00,"1,889",Health,Short,"John, Richard",United States,Zoom,http://statsandstories.net/health1/how-do-you-measure-frailty,"Karen Bandeen-Roche, PhD is a statistician / gerontologist who currently chairs the Department of Biostatistics at the Johns Hopkins Bloomberg School of Public Health. Her statistical specialty areas of research are in latent variable and multivariate outcome modeling. Her gerontologic research aims to better understand the causes and course of physical disability, cognitive decline, and frailty in older adults, so that their adverse implications can be delayed or avoided. She is an ASA Fellow and a Marvin Zelen Leadership in Statistical Science Award winner. (Date: 6/20/2019)",,101
100,6/13/2019,The History of Stats + Stories,,27:56:00,"1,958",Entertainment,Special,"John, Rosemary, Richard",United States,Studio,http://statsandstories.net/entertainment1/100th,"We have reached episode 100 of Stats + Stories and therefore we felt like it would be a good time to have John Bailer, Richard Campbell and Rosemary Pennington sit around and talk about what all has brought us here and what more to expect in the future. (6/13/2019)",,100
99,6/6/2019,Statistical Mapping,Caitlin Kontgis,24:59:00,"2,237",Environment,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/environment1/statistical-mapping,"Dr. Caitlin Kontgis is a technical lead on the Applied Science team at Descartes Labs and was honored at the New Mexico Tech Council’s Women in Tech celebration in March 2018. Since moving to Santa Fe, Caitlin began volunteering at the local Girls Inc chapter and joined the board in fall of 2017. She is passionate about supporting women in STEM fields and scientific literacy. When not at work, you can find Caitlin running, skiing, and hiking the Sangre de Cristo Mountains (6/6/2019)",,99
98,5/30/2019,What's So Great About Being A Statistician,Alicia Carriquiry,8:11:00,"1,725",Methods,Short,John,United States,Zoom,http://statsandstories.net/methods/whats-so-great-about-being-a-statistician,Dr. Alicia Carriquiry is a Distinguished Professor of Liberal Arts and Sciences and a Professor of Statistics at Iowa State University. She serves as Director and lead investigator for the Center for Statistics and Applications in Forensic Evidence. The NIST Center of Excellence’s mission is to increase the scientific rigor of forensic science through improved statistical applications. Dr. Carriquiry provides scientific oversight and research expertise to the center. She participates in the Organization of Scientific Area Committees subcommittee on Materials and Trace Evidence and serves as a technical advisor for the Association of Firearms and Tool Mark Examiners. (Date: 4/11/2019),,98
97,5/23/2019,Science Friction,Richard Harris,29:54:00,"1,824",Health,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/health1/science-friction,"Richard Harris has covered science, medicine and the environment for National Public Radio since 1986. He has traveled the world, from the South Pole and the Great Barrier Reef to the Arctic Ocean, reporting on climate change. The American Geophysical Union honored him with a Presidential Citation for Science and Society. In 2014, he turned his attention back to biomedical research and came to realize how the field was suffering. Too many scientists were chasing too little funding. That led him to take a year-long sabbatical at Arizona State University’s Consortium for Science, Policy & Outcomes to research and write Rigor Mortis. (Date: 5/23/2019)",,97
96,5/16/2019,"Social Media, Data, and Democracy",Steven Lloyd Wilson,28:45:00,"2,053",Media,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/politics1/social-media-data-and-democracy,"Dr. Steven Lloyd Wilson is an assistant professor of political science at the University of Nevada, Reno. He earned his Ph.D. in political science from the University of Wisconsin-Madison in 2016, and serves as the Project Manager of Computational Infrastructure for the Varieties of Democracy Institute at the University of Gothenburg. His research focuses on comparative democratization, cyber-security, and the effect of the Internet on authoritarian regimes. He also works on a variety of projects involving network and content analysis of social media around the world. (Date: 5/16/2019)",,96
95,5/9/2019,Reducing Conflict ,Sara Cobb,7:12:00,"1,620",Politics,Short,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/politics1/reducing-conflict,"Dr. Sara Cobb has a Ph.D. in Communication (UMASS Amherst) and is the Drucie French Cumbie Chair at the School for Conflict Analysis and Resolution (S-CAR) at George Mason University, where she was, from 2001-2009, the dean/director. In her current role as faculty she teaches and conducts research on the relationship between narrative and conflict. She is also the Director of the Center for the Study of Narrative and Conflict Resolution at S-CAR, which provides a hub for scholarship on narrative approaches to conflict analysis and resolution. She is co-editor of the journal Narrative and Conflict: Explorations in Theory and Practice.  (Date: 3/28/2019)",,95
94,5/2/2019,The Stats Behind Aging ,Karen Bandeen-Roche,26:23:00,"1,843",Health,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/health1/the-stats-behind-aging,"Karen Bandeen-Roche, PhD is a statistician / gerontologist who currently chairs the Department of Biostatistics at the Johns Hopkins Bloomberg School of Public Health. Her statistical specialty areas of research are in latent variable and multivariate outcome modeling. Her gerontologic research aims to better understand the causes and course of physical disability, cognitive decline, and frailty in older adults, so that their adverse implications can be delayed or avoided. She is an ASA Fellow and a Marvin Zelen Leadership in Statistical Science Award winner, and she has contributed extensive service to promote the statistical profession through leadership in scientific review panels and our professional societies. (Date: 5/2/2019)",,94
93,4/25/2019,Reevaluating P Values,Nicole Lazar,26:45:00,"2,070",Methods,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/methods/reevaluating-p-values,"Nicole Lazar is Professor of Statistics at the University of Georgia. After receiving her BA in Statistics and Psychology from Tel Aviv University, she served three years as Statistics Officer in the Israel Defense Forces Department of Behavioral Sciences. She then moved to the US for graduate school, obtaining her MS in Statistics from Stanford University and Ph.D. in Statistics from The University of Chicago. She was Associate Professor of Statistics at Carnegie Mellon University before joining the Department of Statistics, University of Georgia. (Date: 4/25/2019)",,93
92,4/18/2019,How Autocrats Use Statistics,Arturas Rozenas,25:58:00,"1,715",Politics,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/politics1/how-autocrats-use-statistics,"Arturas Rozenas is an Assistant Professor in the Department of Politics at New York University. He was a National Fellow at Hoover Institution, Stanford. His research focuses on building theoretical models of authoritarian politics and testing them using natural experiments, field experiments, and machine learning tools. At NYU, he teaches courses on comparative politics and advanced statistical methods. (Date: 4/18/2019)",,92
91,4/11/2019,Making Forensic Science Scientific,Alicia Carriquiry,25:18:00,"1,744",Society,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/society1/making-forensic-science-scientific,Dr. Alicia Carriquiry is a Distinguished Professor of Liberal Arts and Sciences and a Professor of Statistics at Iowa State University. She serves as Director and lead investigator for the Center for Statistics and Applications in Forensic Evidence. The NIST Center of Excellence’s mission is to increase the scientific rigor of forensic science through improved statistical applications. Dr. Carriquiry provides scientific oversight and research expertise to the center. She participates in the Organization of Scientific Area Committees subcommittee on Materials and Trace Evidence and serves as a technical advisor for the Association of Firearms and Tool Mark Examiners. (Date: 4/11/2019),,91
